OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
713945,bbdac855,02/13/2015 01:30:00 AM,Friday,Feb,13,2015,1,2,13,2015,GRAND LARCENY,FELONY,G,114,QUEENS,N.Y. POLICE DEPT,1007589,223015,"(40.7787783470001, -73.915730858)"
713949,1059a111,02/13/2015 03:00:00 AM,Friday,Feb,13,2015,3,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,110,QUEENS,N.Y. POLICE DEPT,1020255,210816,"(40.7452527410001, -73.87006287)"
713951,149d446e,02/13/2015 03:20:00 AM,Friday,Feb,13,2015,3,2,13,2015,FELONY ASSAULT,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1016282,211662,"(40.7475900800001, -73.884396999)"
714262,c288c861,02/13/2015 06:00:00 AM,Friday,Feb,13,2015,6,2,14,2015,BURGLARY,FELONY,B,107,QUEENS,N.Y. POLICE DEPT,1037750,198324,"(40.710876791, -73.807024586)"
714265,a10b35d1,02/13/2015 06:30:00 AM,Friday,Feb,13,2015,6,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1048001,198533,"(40.7113825220001, -73.770046953)"
714266,cc9e683c,02/13/2015 06:30:00 AM,Friday,Feb,13,2015,6,2,13,2015,BURGLARY,FELONY,F,114,QUEENS,N.Y. POLICE DEPT,1006870,218567,"(40.7665716220001, -73.9183419349999)"
714271,cc9283ab,02/13/2015 07:05:00 AM,Friday,Feb,13,2015,7,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1041504,186326,"(40.6779216510001, -73.793585768)"
714272,73aed65d,02/13/2015 07:30:00 AM,Friday,Feb,13,2015,7,2,13,2015,BURGLARY,FELONY,E,114,QUEENS,N.Y. POLICE DEPT,1004452,215636,"(40.7585326380001, -73.9270798599999)"
714276,8fe6db4,02/13/2015 08:00:00 AM,Friday,Feb,13,2015,8,2,14,2015,BURGLARY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1049321,181687,"(40.6651346690001, -73.765448342)"
714279,cb21f8f4,02/13/2015 08:00:00 AM,Friday,Feb,13,2015,8,6,3,2015,GRAND LARCENY,FELONY,,110,QUEENS,N.Y. POLICE DEPT,1023998,210485,"(40.7443281990001, -73.856556724)"
714582,99a76b78,02/13/2015 08:15:00 AM,Friday,Feb,13,2015,8,2,13,2015,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1023725,215039,"(40.7568289880001, -73.857515206)"
714584,48b23fb6,02/13/2015 08:20:00 AM,Friday,Feb,13,2015,8,2,13,2015,ROBBERY,FELONY,H,105,QUEENS,N.Y. POLICE DEPT,1055110,193255,"(40.6968416340001, -73.744459949)"
714592,fd5c2f62,02/13/2015 09:00:00 AM,Friday,Feb,13,2015,9,2,27,2015,GRAND LARCENY,FELONY,D,111,QUEENS,N.Y. POLICE DEPT,1044850,212981,"(40.7510607680001, -73.7812826699999)"
714597,75d21606,02/13/2015 09:30:00 AM,Friday,Feb,13,2015,9,2,13,2015,BURGLARY,FELONY,G,105,QUEENS,N.Y. POLICE DEPT,1055721,191143,"(40.6910397940001, -73.742278929)"
714599,1025db7f,02/13/2015 10:00:00 AM,Friday,Feb,13,2015,10,2,17,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,M,113,QUEENS,N.Y. POLICE DEPT,1042835,190803,"(40.6902012530001, -73.7887482579999)"
714905,9861ed1b,02/13/2015 10:57:00 AM,Friday,Feb,13,2015,10,2,13,2015,BURGLARY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1016495,210695,"(40.744935135, -73.883632911)"
714907,4cc5f3d6,02/13/2015 11:00:00 AM,Friday,Feb,13,2015,11,2,13,2015,BURGLARY,FELONY,D,102,QUEENS,N.Y. POLICE DEPT,1025643,191684,"(40.692716492, -73.8507357829999)"
714908,b5ee8c1e,02/13/2015 11:00:00 AM,Friday,Feb,13,2015,11,2,13,2015,GRAND LARCENY,FELONY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,"(40.679700408, -73.776047368)"
714909,e4dfa6c5,02/13/2015 11:37:00 AM,Friday,Feb,13,2015,11,2,14,2015,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. TRANSIT POLICE,1031307,216054,"(40.7595777980001, -73.8301407)"
714911,b24f4f6c,02/13/2015 12:00:00 PM,Friday,Feb,13,2015,12,4,11,2015,RAPE,FELONY,D,102,QUEENS,N.Y. POLICE DEPT,1030954,193887,"(40.6987367730001, -73.831568765)"
714913,5b3dceb9,02/13/2015 12:00:00 PM,Friday,Feb,13,2015,12,2,13,2015,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1022128,216309,"(40.760321794, -73.863272463)"
715227,6659fc0c,02/13/2015 01:00:00 PM,Friday,Feb,13,2015,13,2,14,2015,FELONY ASSAULT,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1049255,217301,"(40.762886741, -73.765342359)"
715235,e07fe0c9,02/13/2015 01:15:00 PM,Friday,Feb,13,2015,13,2,13,2015,FELONY ASSAULT,FELONY,D,101,QUEENS,N.Y. POLICE DEPT,1051810,158386,"(40.601159958, -73.7567098769999)"
715243,603f3daf,02/13/2015 01:45:00 PM,Friday,Feb,13,2015,13,2,13,2015,ROBBERY,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1050027,199646,"(40.7144226020001, -73.762728185)"
715546,ce956407,02/13/2015 02:00:00 PM,Friday,Feb,13,2015,14,2,13,2015,BURGLARY,FELONY,C,102,QUEENS,N.Y. POLICE DEPT,1028241,192139,"(40.6939528280001, -73.841364287)"
715548,12e35cd0,02/13/2015 02:00:00 PM,Friday,Feb,13,2015,14,2,14,2015,GRAND LARCENY,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1030559,216659,"(40.7612423150001, -73.8328365679999)"
715550,84e10993,02/13/2015 02:00:00 PM,Friday,Feb,13,2015,14,2,16,2015,BURGLARY,FELONY,,108,QUEENS,N.Y. POLICE DEPT,996793,210001,"(40.7430801680001, -73.954736461)"
715553,c3850676,02/13/2015 02:20:00 PM,Friday,Feb,13,2015,14,2,13,2015,BURGLARY,FELONY,D,102,QUEENS,N.Y. POLICE DEPT,1025885,191779,"(40.6929761100001, -73.849862531)"
715555,279f477f,02/13/2015 02:30:00 PM,Friday,Feb,13,2015,14,2,13,2015,BURGLARY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1042649,196826,"(40.7067341690001, -73.7893667339999)"
715559,19b5c3f1,02/13/2015 03:00:00 PM,Friday,Feb,13,2015,15,2,23,2015,GRAND LARCENY,FELONY,B,107,QUEENS,N.Y. POLICE DEPT,1035991,197774,"(40.7093776350001, -73.813373584)"
715865,ef7fc80f,02/13/2015 03:15:00 PM,Friday,Feb,13,2015,15,2,13,2015,GRAND LARCENY,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1046484,199722,"(40.714656834, -73.775507868)"
715869,92263772,02/13/2015 03:30:00 PM,Friday,Feb,13,2015,15,2,24,2015,GRAND LARCENY,FELONY,D,106,QUEENS,N.Y. POLICE DEPT,1025022,184525,"(40.6730695750001, -73.853018458)"
715873,971dbfb3,02/13/2015 03:30:00 PM,Friday,Feb,13,2015,15,2,14,2015,GRAND LARCENY,FELONY,,111,QUEENS,N.Y. POLICE DEPT,1048565,216315,"(40.760185479, -73.767842585)"
715879,d61510c5,02/13/2015 04:00:00 PM,Friday,Feb,13,2015,16,2,13,2015,FELONY ASSAULT,FELONY,H,110,QUEENS,N.Y. POLICE DEPT,1021423,209484,"(40.7415919050001, -73.8658550389999)"
715880,70455907,02/13/2015 04:00:00 PM,Friday,Feb,13,2015,16,2,17,2015,GRAND LARCENY,FELONY,F,114,QUEENS,N.Y. POLICE DEPT,1007796,219078,"(40.7679717660001, -73.914997233)"
716201,d969426d,02/13/2015 05:00:00 PM,Friday,Feb,13,2015,17,2,13,2015,GRAND LARCENY,FELONY,D,111,QUEENS,N.Y. POLICE DEPT,1041646,209130,"(40.740512143, -73.792879432)"
716522,b962ed71,02/13/2015 06:00:00 PM,Friday,Feb,13,2015,18,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,105,QUEENS,N.Y. POLICE DEPT,1055399,187089,"(40.679915131, -73.743482854)"
716524,55432600,02/13/2015 06:00:00 PM,Friday,Feb,13,2015,18,2,14,2015,BURGLARY,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1030020,218792,"(40.7670996470001, -73.834767706)"
716831,bc3a0b10,02/13/2015 06:30:00 PM,Friday,Feb,13,2015,18,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1041953,185082,"(40.674504245, -73.791977661)"
716832,7d0e036e,02/13/2015 06:30:00 PM,Friday,Feb,13,2015,18,2,13,2015,ROBBERY,FELONY,F,113,QUEENS,N.Y. POLICE DEPT,1048217,188701,"(40.684394502, -73.7693612049999)"
716833,c54604a5,02/13/2015 06:30:00 PM,Friday,Feb,13,2015,18,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,N,113,QUEENS,N.Y. POLICE DEPT,1052287,192757,"(40.695496899, -73.754645473)"
716839,aea3c06,02/13/2015 07:00:00 PM,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1038136,196067,"(40.7046795310001, -73.805650333)"
716841,87be9814,02/13/2015 07:00:00 PM,Friday,Feb,13,2015,19,2,14,2015,FELONY ASSAULT,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1064082,207755,"(40.736564064, -73.711932603)"
717155,2f8cb230,02/13/2015 07:30:00 PM,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY,FELONY,E,100,QUEENS,N.Y. POLICE DEPT,1013863,145092,"(40.564878621, -73.893419544)"
717157,2029ead0,02/13/2015 07:30:00 PM,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1014231,210372,"(40.7440565470001, -73.891804861)"
717162,4536ccbf,02/13/2015 08:00:00 PM,Friday,Feb,13,2015,20,2,13,2015,BURGLARY,FELONY,M,105,QUEENS,N.Y. POLICE DEPT,1061922,205917,"(40.731538464, -73.719747994)"
717163,dd699b60,02/13/2015 08:00:00 PM,Friday,Feb,13,2015,20,2,13,2015,FELONY ASSAULT,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1037841,214486,"(40.7552368570001, -73.8065676159999)"
717165,a973a4bd,02/13/2015 08:10:00 PM,Friday,Feb,13,2015,20,2,13,2015,FELONY ASSAULT,FELONY,G,101,QUEENS,N.Y. HOUSING POLICE,1044048,156643,"(40.5964315620001, -73.784677067)"
717169,cf2edf7e,02/13/2015 08:30:00 PM,Friday,Feb,13,2015,20,2,13,2015,GRAND LARCENY,FELONY,I,113,QUEENS,N.Y. POLICE DEPT,1048487,189416,"(40.6863550520001, -73.768380877)"
717170,88824e39,02/13/2015 08:30:00 PM,Friday,Feb,13,2015,20,2,14,2015,GRAND LARCENY,FELONY,E,114,QUEENS,N.Y. POLICE DEPT,1005117,215228,"(40.7574112390001, -73.9246807279999)"
717479,723e3ed4,02/13/2015 09:00:00 PM,Friday,Feb,13,2015,21,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1058901,198791,"(40.7120054170001, -73.73072723)"
717480,3ad862e0,02/13/2015 09:00:00 PM,Friday,Feb,13,2015,21,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,Q,109,QUEENS,N.Y. POLICE DEPT,1025284,226859,"(40.789264657, -73.851815786)"
717481,4f5e1764,02/13/2015 09:15:00 PM,Friday,Feb,13,2015,21,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,105,QUEENS,N.Y. POLICE DEPT,1058251,192574,"(40.6949467490001, -73.733140152)"
717482,c54aef32,02/13/2015 09:15:00 PM,Friday,Feb,13,2015,21,2,14,2015,GRAND LARCENY,FELONY,D,114,QUEENS,N.Y. POLICE DEPT,1007550,216452,"(40.760764728, -73.9158944279999)"
717494,229cd041,02/13/2015 10:20:00 PM,Friday,Feb,13,2015,22,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,100,QUEENS,N.Y. POLICE DEPT,1036549,153377,"(40.5875144890001, -73.8117051249999)"
717797,9f89978b,02/13/2015 11:00:00 PM,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY,FELONY,B,106,QUEENS,N.Y. POLICE DEPT,1028321,178458,"(40.6564012210001, -73.8411652519999)"
717808,d0ab2f0c,02/13/2015 11:30:00 PM,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1015738,212751,"(40.750581063, -73.88635521)"
717813,1060731b,02/15/2015 12:01:00 AM,Sunday,Feb,15,2015,0,4,22,2015,GRAND LARCENY,FELONY,E,110,QUEENS,N.Y. POLICE DEPT,1018960,208115,"(40.7378443530001, -73.874750331)"
717815,67738a7c,02/15/2015 12:04:00 AM,Sunday,Feb,15,2015,0,2,15,2015,FELONY ASSAULT,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1040817,183616,"(40.670487746, -73.796085317)"
718128,e2ed979,02/15/2015 12:30:00 AM,Sunday,Feb,15,2015,0,2,15,2015,FELONY ASSAULT,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1048804,198319,"(40.710789323, -73.7671525389999)"
718135,9fefa55a,02/15/2015 01:15:00 AM,Sunday,Feb,15,2015,1,2,15,2015,FELONY ASSAULT,FELONY,N,114,QUEENS,N.Y. POLICE DEPT,1001027,216888,"(40.7619762190001, -73.9394396879999)"
718136,2e7fce08,02/15/2015 01:20:00 AM,Sunday,Feb,15,2015,1,2,15,2015,ROBBERY,FELONY,H,113,QUEENS,N.Y. HOUSING POLICE,1044553,188701,"(40.6844202230001, -73.7825721139999)"
718141,6553d5b7,02/15/2015 01:32:00 AM,Sunday,Feb,15,2015,1,2,15,2015,GRAND LARCENY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1044018,182147,"(40.6664346490001, -73.78455923)"
718446,357d8956,02/15/2015 02:00:00 AM,Sunday,Feb,15,2015,2,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,108,QUEENS,N.Y. POLICE DEPT,1006875,208935,"(40.740134219, -73.918356293)"
718449,94a1e366,02/15/2015 02:00:00 AM,Sunday,Feb,15,2015,2,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1050517,217339,"(40.762981671, -73.7607863599999)"
718450,54b376ff,02/15/2015 02:00:00 AM,Sunday,Feb,15,2015,2,2,15,2015,RAPE,FELONY,D,114,QUEENS,N.Y. POLICE DEPT,1007654,219564,"(40.7693060870001, -73.91550818)"
718454,217bfdcb,02/15/2015 02:30:00 AM,Sunday,Feb,15,2015,2,2,16,2015,ROBBERY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1021125,214139,"(40.7543699440001, -73.866904908)"
718768,47229d0d,02/15/2015 03:00:00 AM,Sunday,Feb,15,2015,3,2,15,2015,FELONY ASSAULT,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1043246,197198,"(40.707751257, -73.7872102109999)"
718769,7930fc6d,02/15/2015 03:00:00 AM,Sunday,Feb,15,2015,3,2,15,2015,ROBBERY,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1019228,210561,"(40.744556952, -73.8737705359999)"
718773,e715a809,02/15/2015 03:25:00 AM,Sunday,Feb,15,2015,3,2,15,2015,ROBBERY,FELONY,D,101,QUEENS,N.Y. POLICE DEPT,1050624,157667,"(40.5991954180001, -73.760987846)"
718779,d3b7ecd8,02/15/2015 04:00:00 AM,Sunday,Feb,15,2015,4,2,15,2015,ROBBERY,FELONY,N,105,QUEENS,N.Y. POLICE DEPT,1064931,209517,"(40.7413925880001, -73.7088479289999)"
718780,4450d5dd,02/15/2015 04:00:00 AM,Sunday,Feb,15,2015,4,2,15,2015,FELONY ASSAULT,FELONY,G,110,QUEENS,N.Y. POLICE DEPT,1020855,211527,"(40.7472017920001, -73.867893662)"
718785,2dcf794a,02/15/2015 04:08:00 AM,Sunday,Feb,15,2015,4,2,15,2015,FELONY ASSAULT,FELONY,K,114,QUEENS,N.Y. POLICE DEPT,1005187,217325,"(40.7631668000001, -73.924421528)"
718787,c600420c,02/15/2015 04:11:00 AM,Sunday,Feb,15,2015,4,2,15,2015,BURGLARY,FELONY,B,110,QUEENS,N.Y. POLICE DEPT,1017456,207939,"(40.73736705, -73.8801783819999)"
719089,a7ef8f65,02/15/2015 04:30:00 AM,Sunday,Feb,15,2015,4,2,15,2015,FELONY ASSAULT,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020034,214137,"(40.754368937, -73.870842766)"
719095,73e5bd2,02/15/2015 05:00:00 AM,Sunday,Feb,15,2015,5,4,13,2015,RAPE,FELONY,K,109,QUEENS,N.Y. POLICE DEPT,1032198,217060,"(40.762334218, -73.826917308)"
719410,fb606bbc,02/15/2015 08:00:00 AM,Sunday,Feb,15,2015,8,2,15,2015,FELONY ASSAULT,FELONY,J,110,QUEENS,N.Y. POLICE DEPT,1024370,213200,"(40.751778503, -73.8551980349999)"
719411,70e47b63,02/15/2015 08:00:00 AM,Sunday,Feb,15,2015,8,2,15,2015,FELONY ASSAULT,FELONY,J,110,QUEENS,N.Y. POLICE DEPT,1024370,213200,"(40.751778503, -73.8551980349999)"
719417,145959c,02/15/2015 09:00:00 AM,Sunday,Feb,15,2015,9,2,16,2015,BURGLARY,FELONY,B,100,QUEENS,N.Y. HOUSING POLICE,1037418,153512,"(40.587879866, -73.808575342)"
719420,572130e4,02/15/2015 10:00:00 AM,Sunday,Feb,15,2015,10,12,28,2015,GRAND LARCENY,FELONY,J,103,QUEENS,N.Y. POLICE DEPT,1047375,196774,"(40.706558988, -73.772321462)"
719732,2da94b9b,02/15/2015 11:30:00 AM,Sunday,Feb,15,2015,11,2,15,2015,GRAND LARCENY,FELONY,K,106,QUEENS,N.Y. POLICE DEPT,1032502,186065,"(40.6772589110001, -73.826042113)"
719733,e733571a,02/15/2015 11:30:00 AM,Sunday,Feb,15,2015,11,2,18,2015,BURGLARY,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1047645,217681,"(40.76394143, -73.7711506269999)"
719737,ac2f59d9,02/15/2015 11:50:00 AM,Sunday,Feb,15,2015,11,2,15,2015,FELONY ASSAULT,FELONY,K,113,QUEENS,N.Y. POLICE DEPT,1041094,188901,"(40.6849920650001, -73.795042198)"
719739,3aa6b0fb,02/15/2015 12:00:00 PM,Sunday,Feb,15,2015,12,5,7,2015,GRAND LARCENY,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1034382,195195,"(40.702308165, -73.8191963689999)"
719740,382b8ea4,02/15/2015 12:00:00 PM,Sunday,Feb,15,2015,12,6,11,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,105,QUEENS,N.Y. POLICE DEPT,1058111,206086,"(40.73203497, -73.733496772)"
720052,5d6b1a66,02/15/2015 02:15:00 PM,Sunday,Feb,15,2015,14,2,15,2015,FELONY ASSAULT,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1040645,185338,"(40.6752153350001, -73.796690944)"
720053,ef4bc676,02/15/2015 02:16:00 PM,Sunday,Feb,15,2015,14,2,15,2015,FELONY ASSAULT,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1040645,185338,"(40.6752153350001, -73.796690944)"
720060,7c71cd22,02/15/2015 03:30:00 PM,Sunday,Feb,15,2015,15,2,16,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,108,QUEENS,N.Y. POLICE DEPT,1006369,212542,"(40.7500358090001, -73.920170394)"
720068,e619216a,02/15/2015 04:00:00 PM,Sunday,Feb,15,2015,16,2,15,2015,GRAND LARCENY,FELONY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,"(40.679700408, -73.776047368)"
720376,958b9516,02/15/2015 04:30:00 PM,Sunday,Feb,15,2015,16,2,15,2015,GRAND LARCENY,FELONY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,"(40.679700408, -73.776047368)"
720391,669db0ee,02/15/2015 06:00:00 PM,Sunday,Feb,15,2015,18,4,6,2015,GRAND LARCENY,FELONY,N,109,QUEENS,N.Y. POLICE DEPT,1035299,223757,"(40.7806983360001, -73.815672387)"
720393,1c39306d,02/15/2015 06:30:00 PM,Sunday,Feb,15,2015,18,2,15,2015,FELONY ASSAULT,FELONY,B,101,QUEENS,N.Y. POLICE DEPT,1053793,158927,"(40.6026295500001, -73.749563328)"
720697,1602233c,02/15/2015 07:00:00 PM,Sunday,Feb,15,2015,19,3,8,2015,GRAND LARCENY,FELONY,K,105,QUEENS,N.Y. POLICE DEPT,1058048,206095,"(40.732060199, -73.733723988)"
721026,720b77d9,02/15/2015 10:00:00 PM,Sunday,Feb,15,2015,22,2,16,2015,FELONY ASSAULT,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1032152,190561,"(40.689601286, -73.827271977)"
721028,a972aa8e,02/15/2015 10:30:00 PM,Sunday,Feb,15,2015,22,2,16,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,104,QUEENS,N.Y. POLICE DEPT,1014348,205089,"(40.7295556290001, -73.891406262)"
721040,3c539ea5,04/16/2015 12:01:00 AM,Thursday,Apr,16,2015,0,4,24,2015,GRAND LARCENY,FELONY,D,108,QUEENS,N.Y. POLICE DEPT,1005975,210811,"(40.7452856260001, -73.9215979959999)"
721344,db640737,04/16/2015 12:20:00 AM,Thursday,Apr,16,2015,0,4,16,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,108,QUEENS,N.Y. POLICE DEPT,996644,209958,"(40.742962354, -73.955274248)"
721348,9c670de7,04/16/2015 01:00:00 AM,Thursday,Apr,16,2015,1,4,16,2015,GRAND LARCENY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1042268,199928,"(40.7152509050001, -73.7907141969999)"
721351,dbc77737,04/16/2015 01:30:00 AM,Thursday,Apr,16,2015,1,4,16,2015,GRAND LARCENY,FELONY,,107,QUEENS,N.Y. POLICE DEPT,1036628,204948,"(40.7290647500001, -73.811020132)"
721352,63dcc8e6,04/16/2015 01:45:00 AM,Thursday,Apr,16,2015,1,4,16,2015,BURGLARY,FELONY,F,103,QUEENS,N.Y. POLICE DEPT,1037846,193895,"(40.6987196750001, -73.806713561)"
721353,abe1acca,04/16/2015 01:45:00 AM,Thursday,Apr,16,2015,1,4,16,2015,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1022506,212665,"(40.7503183250001, -73.8619287239999)"
721355,5eef594c,04/16/2015 02:00:00 AM,Thursday,Apr,16,2015,2,4,16,2015,GRAND LARCENY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1041941,199983,"(40.715404005, -73.7918933019999)"
721667,d2290ef4,04/16/2015 03:00:00 AM,Thursday,Apr,16,2015,3,4,20,2015,ROBBERY,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1031299,217459,"(40.763434197, -73.830159744)"
721989,c923f07f,04/16/2015 07:20:00 AM,Thursday,Apr,16,2015,7,4,21,2015,GRAND LARCENY,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1039179,195085,"(40.701977765, -73.801896558)"
721994,6e1141cb,04/16/2015 07:50:00 AM,Thursday,Apr,16,2015,7,4,16,2015,ROBBERY,FELONY,F,115,QUEENS,N.Y. TRANSIT POLICE,1014333,211391,"(40.746853098, -73.891432203)"
721995,990be5ff,04/16/2015 08:00:00 AM,Thursday,Apr,16,2015,8,4,16,2015,BURGLARY,FELONY,E,101,QUEENS,N.Y. POLICE DEPT,1050551,157364,"(40.5983642940001, -73.761253693)"
721996,9a876f90,04/16/2015 08:00:00 AM,Thursday,Apr,16,2015,8,4,20,2015,GRAND LARCENY,FELONY,J,104,QUEENS,N.Y. POLICE DEPT,1015597,205384,"(40.730360993, -73.886898435)"
721999,d8c5de8e,04/16/2015 08:00:00 AM,Thursday,Apr,16,2015,8,4,16,2015,ROBBERY,FELONY,,110,QUEENS,N.Y. POLICE DEPT,1019343,209813,"(40.7425034250001, -73.8733594189999)"
722002,d121ffaa,04/16/2015 08:40:00 AM,Thursday,Apr,16,2015,8,4,16,2015,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1015843,211994,"(40.7485029150001, -73.885979801)"
722004,30b25809,04/16/2015 09:00:00 AM,Thursday,Apr,16,2015,9,4,18,2015,FELONY ASSAULT,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1051119,182716,"(40.667945639, -73.758957148)"
722311,9c34b5fd,04/16/2015 10:00:00 AM,Thursday,Apr,16,2015,10,4,16,2015,BURGLARY,FELONY,J,103,QUEENS,N.Y. POLICE DEPT,1050073,197964,"(40.7098055870001, -73.762578698)"
722312,ff1a609e,04/16/2015 10:00:00 AM,Thursday,Apr,16,2015,10,8,13,2015,GRAND LARCENY,FELONY,K,104,QUEENS,N.Y. POLICE DEPT,1019898,202411,"(40.7221845510001, -73.871395779)"
722320,49ceb69c,04/16/2015 10:49:00 AM,Thursday,Apr,16,2015,10,5,29,2015,GRAND LARCENY,FELONY,M,113,QUEENS,N.Y. POLICE DEPT,1044128,191966,"(40.693384757, -73.7840754759999)"
722325,95071eb5,04/16/2015 11:00:00 AM,Thursday,Apr,16,2015,11,5,21,2015,GRAND LARCENY,FELONY,D,109,QUEENS,N.Y. POLICE DEPT,1035674,213923,"(40.7537044370001, -73.814393567)"
722631,be5367b8,04/16/2015 11:15:00 AM,Thursday,Apr,16,2015,11,4,16,2015,FELONY ASSAULT,FELONY,E,101,QUEENS,N.Y. POLICE DEPT,1051807,156206,"(40.595176344, -73.7567424809999)"
722634,6c8b433f,04/16/2015 11:51:00 AM,Thursday,Apr,16,2015,11,4,16,2015,BURGLARY,FELONY,,101,QUEENS,N.Y. POLICE DEPT,1054402,160157,"(40.606000835, -73.747357435)"
722636,40316262,04/16/2015 12:00:00 PM,Thursday,Apr,16,2015,12,7,22,2015,GRAND LARCENY,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1050461,182623,"(40.6676953200001, -73.761329958)"
722637,960b7e6f,04/16/2015 12:00:00 PM,Thursday,Apr,16,2015,12,4,16,2015,GRAND LARCENY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1023165,197561,"(40.708858707, -73.859637628)"
722638,7fc70ad6,04/16/2015 12:00:00 PM,Thursday,Apr,16,2015,12,5,11,2015,GRAND LARCENY,FELONY,E,112,QUEENS,N.Y. POLICE DEPT,1026049,206959,"(40.73464076, -73.8491768869999)"
722645,3d32f942,04/16/2015 12:30:00 PM,Thursday,Apr,16,2015,12,4,16,2015,BURGLARY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1058712,181232,"(40.6638118020001, -73.731603031)"
722965,3bef523a,04/16/2015 02:00:00 PM,Thursday,Apr,16,2015,14,4,16,2015,ROBBERY,FELONY,H,102,QUEENS,N.Y. POLICE DEPT,1029157,193869,"(40.6986966690001, -73.838049547)"
