OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
1085738,f3bfa2d2,08/12/2015 08:20:00 AM,Wednesday,Aug,12,2015,8,8,12,2015,ROBBERY,FELONY,A,45,BRONX,N.Y. POLICE DEPT,1032680,241488,"(40.8293797000001, -73.825001213)"
1085741,9bc36225,08/12/2015 08:50:00 AM,Wednesday,Aug,12,2015,8,8,12,2015,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1015010,250473,"(40.8541200990001, -73.888809888)"
1085749,1ca45564,08/12/2015 10:00:00 AM,Wednesday,Aug,12,2015,10,8,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,49,BRONX,N.Y. POLICE DEPT,1020649,254200,"(40.8643281390001, -73.868405762)"
1085754,e862ea9b,08/12/2015 10:30:00 AM,Wednesday,Aug,12,2015,10,8,22,2015,BURGLARY,FELONY,B,43,BRONX,N.Y. HOUSING POLICE,1026553,237773,"(40.8192145630001, -73.847164302)"
1085760,2705875,07/22/2015 01:00:00 PM,Wednesday,Jul,22,2015,13,8,13,2015,BURGLARY,FELONY,M,44,BRONX,N.Y. POLICE DEPT,1005598,245781,"(40.841269718, -73.9228474)"
1085761,533eabff,07/22/2015 01:06:00 PM,Wednesday,Jul,22,2015,13,7,22,2015,FELONY ASSAULT,FELONY,D,41,BRONX,N.Y. POLICE DEPT,1015685,237303,"(40.817969905, -73.8864316139999)"
1085764,23611a23,07/22/2015 01:30:00 PM,Wednesday,Jul,22,2015,13,7,22,2015,GRAND LARCENY,FELONY,H,40,BRONX,N.Y. POLICE DEPT,1003792,236551,"(40.815940191, -73.929401366)"
1085765,28c36ab3,07/22/2015 01:40:00 PM,Wednesday,Jul,22,2015,13,7,22,2015,FELONY ASSAULT,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1010749,242580,"(40.8324699500001, -73.9042437699999)"
1085767,fc5f1b11,07/22/2015 01:45:00 PM,Wednesday,Jul,22,2015,13,7,22,2015,FELONY ASSAULT,FELONY,B,44,BRONX,N.Y. POLICE DEPT,1004552,238053,"(40.8200610440001, -73.9266511439999)"
1085782,bd4493c9,04/05/2015 12:48:00 PM,Sunday,Apr,5,2015,12,4,5,2015,GRAND LARCENY,FELONY,I,52,BRONX,N.Y. POLICE DEPT,1016707,261127,"(40.883355984, -73.8826239589999)"
1085786,953236c9,04/05/2015 01:00:00 PM,Sunday,Apr,5,2015,13,4,5,2015,ROBBERY,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1018703,241414,"(40.829242171, -73.8755069489999)"
1085793,4fae7dc9,04/05/2015 02:00:00 PM,Sunday,Apr,5,2015,14,4,6,2015,GRAND LARCENY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1012903,253472,"(40.8623585400001, -73.8964134669999)"
1085839,d8c3e8d6,08/12/2015 11:00:00 AM,Wednesday,Aug,12,2015,11,8,13,2015,GRAND LARCENY,FELONY,E,40,BRONX,N.Y. POLICE DEPT,1010201,237368,"(40.8181661240001, -73.906244198)"
1085840,70d7c289,08/12/2015 11:00:00 AM,Wednesday,Aug,12,2015,11,8,12,2015,GRAND LARCENY,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1022835,262759,"(40.8878106440001, -73.860453292)"
1085858,8e460168,07/22/2015 02:00:00 PM,Wednesday,Jul,22,2015,14,11,9,2015,GRAND LARCENY,FELONY,D,41,BRONX,N.Y. POLICE DEPT,1016308,236170,"(40.814857902, -73.884186225)"
1085859,7617c61,07/22/2015 02:00:00 PM,Wednesday,Jul,22,2015,14,9,11,2015,GRAND LARCENY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1019872,241009,"(40.8281259250001, -73.871284972)"
1085871,1035c1f7,07/22/2015 02:55:00 PM,Wednesday,Jul,22,2015,14,7,22,2015,BURGLARY,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1023916,262006,"(40.885739104, -73.856548167)"
1085875,c28f85e3,07/22/2015 03:00:00 PM,Wednesday,Jul,22,2015,15,7,22,2015,BURGLARY,FELONY,A,43,BRONX,N.Y. HOUSING POLICE,1020891,236726,"(40.8163661450001, -73.867626311)"
1085876,852fff33,07/22/2015 03:00:00 PM,Wednesday,Jul,22,2015,15,7,22,2015,ROBBERY,FELONY,I,43,BRONX,N.Y. POLICE DEPT,1020203,244832,"(40.8386176080001, -73.870068449)"
1085882,c5ba859f,04/05/2015 02:57:00 PM,Sunday,Apr,5,2015,14,4,5,2015,BURGLARY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1020713,241558,"(40.8296293400001, -73.8682431239999)"
1085886,2ec66dd7,04/05/2015 03:00:00 PM,Sunday,Apr,5,2015,15,4,6,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1019071,240911,"(40.8278601370001, -73.8741798089999)"
1085891,9ffdf687,04/05/2015 03:30:00 PM,Sunday,Apr,5,2015,15,4,5,2015,FELONY ASSAULT,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1015723,246427,"(40.8430125180001, -73.886251522)"
1085896,c025734b,04/05/2015 04:00:00 PM,Sunday,Apr,5,2015,16,4,10,2015,FELONY ASSAULT,FELONY,H,43,BRONX,N.Y. POLICE DEPT,1018728,242744,"(40.8328925390001, -73.875409777)"
1085897,64291f2c,04/05/2015 04:00:00 PM,Sunday,Apr,5,2015,16,4,6,2015,GRAND LARCENY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1012903,253472,"(40.8623585400001, -73.8964134669999)"
1085944,7f1b125,08/12/2015 12:20:00 PM,Wednesday,Aug,12,2015,12,8,12,2015,FELONY ASSAULT,FELONY,J,52,BRONX,N.Y. POLICE DEPT,1015746,257403,"(40.8731382460001, -73.8861168239999)"
1085945,b8c10f44,08/12/2015 12:25:00 PM,Wednesday,Aug,12,2015,12,8,12,2015,FELONY ASSAULT,FELONY,H,52,BRONX,N.Y. POLICE DEPT,1015585,256208,"(40.869858912, -73.886704562)"
1085957,a46dc3c0,08/12/2015 01:00:00 PM,Wednesday,Aug,12,2015,13,8,12,2015,ROBBERY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1019646,240708,"(40.8273006750001, -73.8721031859999)"
1085958,93bc3be3,08/12/2015 01:00:00 PM,Wednesday,Aug,12,2015,13,8,12,2015,GRAND LARCENY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1015056,255001,"(40.866547928, -73.8886227959999)"
1085975,34609e0f,07/22/2015 04:00:00 PM,Wednesday,Jul,22,2015,16,7,23,2015,FELONY ASSAULT,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1016443,250401,"(40.8539173720001, -73.883630217)"
1085976,63e10b39,07/22/2015 04:00:00 PM,Wednesday,Jul,22,2015,16,7,22,2015,FELONY ASSAULT,FELONY,H,49,BRONX,N.Y. POLICE DEPT,1021068,256160,"(40.8697060000001, -73.866880158)"
1085977,1f8b6ccd,07/22/2015 04:00:00 PM,Wednesday,Jul,22,2015,16,7,24,2015,FELONY ASSAULT,FELONY,M,52,BRONX,N.Y. POLICE DEPT,1017982,258311,"(40.8756221630001, -73.8780272339999)"
1085978,e066f58,07/22/2015 04:05:00 PM,Wednesday,Jul,22,2015,16,7,22,2015,BURGLARY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1015251,254670,"(40.8656387520001, -73.8879193079999)"
1085988,dce32ab7,04/05/2015 05:00:00 PM,Sunday,Apr,5,2015,17,4,7,2015,GRAND LARCENY,FELONY,D,44,BRONX,N.Y. POLICE DEPT,1003610,243521,"(40.835071256, -73.930038774)"
1085997,55f1eadc,04/05/2015 06:00:00 PM,Sunday,Apr,5,2015,18,4,13,2015,GRAND LARCENY,FELONY,D,45,BRONX,N.Y. POLICE DEPT,1034909,243559,"(40.8350514850001, -73.816931176)"
1086038,b8374df9,08/12/2015 01:00:00 PM,Wednesday,Aug,12,2015,13,8,12,2015,FELONY ASSAULT,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1021280,261958,"(40.8856188140001, -73.866081591)"
1086046,cf1009b1,08/12/2015 01:30:00 PM,Wednesday,Aug,12,2015,13,8,13,2015,GRAND LARCENY,FELONY,,45,BRONX,N.Y. POLICE DEPT,1032140,242004,"(40.8307989140001, -73.826948796)"
1086047,db8f3027,08/12/2015 01:45:00 PM,Wednesday,Aug,12,2015,13,8,12,2015,BURGLARY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1014710,251901,"(40.8580405700001, -73.889887841)"
1086050,27c9e083,08/12/2015 02:00:00 PM,Wednesday,Aug,12,2015,14,8,12,2015,GRAND LARCENY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1015285,250162,"(40.853265535, -73.8878172559999)"
1086051,e5506985,08/12/2015 02:00:00 PM,Wednesday,Aug,12,2015,14,8,12,2015,ROBBERY,FELONY,G,46,BRONX,N.Y. POLICE DEPT,1010008,250297,"(40.853653041, -73.9068918309999)"
1086052,2f9800eb,08/12/2015 02:06:00 PM,Wednesday,Aug,12,2015,14,10,21,2015,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
1086062,9b71cf88,07/22/2015 04:29:00 PM,Wednesday,Jul,22,2015,16,7,22,2015,FELONY ASSAULT,FELONY,C,49,BRONX,N.Y. POLICE DEPT,1028067,247558,"(40.8460641550001, -73.8416304469999)"
1086069,e4e700bc,07/22/2015 05:00:00 PM,Wednesday,Jul,22,2015,17,7,22,2015,BURGLARY,FELONY,C,42,BRONX,N.Y. POLICE DEPT,1011731,243259,"(40.8343306080001, -73.9006924029999)"
1086079,aeb20d9e,04/05/2015 06:25:00 PM,Sunday,Apr,5,2015,18,4,5,2015,FELONY ASSAULT,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1006955,236480,"(40.8157377530001, -73.9179745289999)"
1086082,eff265a9,04/05/2015 06:30:00 PM,Sunday,Apr,5,2015,18,4,5,2015,GRAND LARCENY,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1025074,242333,"(40.8317374100001, -73.852480049)"
